Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
CDKN1A_PIK3CA	BLCA	WithSecondM	4	17	6	44
CDKN1A_PIK3CA	BLCA	WOSecondM	8	58	16	146
CDKN1A_CREBBP	BLCA	WithSecondM	1	11	5	19
CDKN1A_CREBBP	BLCA	WOSecondM	11	64	17	171
ATM_FOXQ1	BLCA	WithSecondM	1	7	2	5
ATM_FOXQ1	BLCA	WOSecondM	15	120	23	170
ATM_SPTAN1	BLCA	WithSecondM	1	11	5	22
ATM_SPTAN1	BLCA	WOSecondM	15	116	20	153
ATM_CDKN1A	BLCA	WithSecondM	5	16	2	16
ATM_CDKN1A	BLCA	WOSecondM	11	111	23	159
ATM_SF3B1	BLCA	WithSecondM	1	7	1	11
ATM_SF3B1	BLCA	WOSecondM	15	120	24	164
ATM_ERCC2	BLCA	WithSecondM	2	8	4	12
ATM_ERCC2	BLCA	WOSecondM	14	119	21	163
ATM_SF1	BLCA	WithSecondM	1	5	1	4
ATM_SF1	BLCA	WOSecondM	15	122	24	171
ATM_CTNNB1	BLCA	WithSecondM	2	4	2	6
ATM_CTNNB1	BLCA	WOSecondM	14	123	23	169
ATM_TXNIP	BLCA	WithSecondM	2	5	2	5
ATM_TXNIP	BLCA	WOSecondM	14	122	23	170
ATM_ELF3	BLCA	WithSecondM	4	22	4	15
ATM_ELF3	BLCA	WOSecondM	12	105	21	160
ATM_TSC1	BLCA	WithSecondM	1	7	2	18
ATM_TSC1	BLCA	WOSecondM	15	120	23	157
ATM_KANSL1	BLCA	WithSecondM	2	6	1	12
ATM_KANSL1	BLCA	WOSecondM	14	121	24	163
ATM_TP53	BLCA	WithSecondM	7	67	7	75
ATM_TP53	BLCA	WOSecondM	9	60	18	100
ATM_NFE2L2	BLCA	WithSecondM	2	8	7	9
ATM_NFE2L2	BLCA	WOSecondM	14	119	18	166
ATM_ASXL2	BLCA	WithSecondM	1	11	3	13
ATM_ASXL2	BLCA	WOSecondM	15	116	22	162
ATM_NRAS	BLCA	WithSecondM	1	3	1	6
ATM_NRAS	BLCA	WOSecondM	15	124	24	169
ATM_RB1	BLCA	WithSecondM	4	27	5	31
ATM_RB1	BLCA	WOSecondM	12	100	20	144
ATM_KLF5	BLCA	WithSecondM	1	5	2	11
ATM_KLF5	BLCA	WOSecondM	15	122	23	164
