Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
ATM_SOS1	UCEC	WithSecondM	1	1	4	12
ATM_SOS1	UCEC	WOSecondM	1	21	28	256
ATM_CCND1	UCEC	WithSecondM	1	1	2	23
ATM_CCND1	UCEC	WOSecondM	1	21	30	245
ATM_MAX	UCEC	WithSecondM	1	1	3	7
ATM_MAX	UCEC	WOSecondM	1	21	29	261
ATM_ARID1A	UCEC	WithSecondM	1	2	22	119
ATM_ARID1A	UCEC	WOSecondM	1	20	10	149
ATM_ERBB2	UCEC	WithSecondM	1	2	5	11
ATM_ERBB2	UCEC	WOSecondM	1	20	27	257
ATM_TAF1	UCEC	WithSecondM	1	2	10	31
ATM_TAF1	UCEC	WOSecondM	1	20	22	237
ATM_FAT1	UCEC	WithSecondM	1	2	10	29
ATM_FAT1	UCEC	WOSecondM	1	20	22	239
ATM_FOXA2	UCEC	WithSecondM	1	1	2	14
ATM_FOXA2	UCEC	WOSecondM	1	21	30	254
ATM_KMT2C	UCEC	WithSecondM	1	1	7	32
ATM_KMT2C	UCEC	WOSecondM	1	21	25	236
ATM_ARHGAP35	UCEC	WithSecondM	1	5	9	30
ATM_ARHGAP35	UCEC	WOSecondM	1	17	23	238
ATM_PBRM1	UCEC	WithSecondM	1	1	6	12
ATM_PBRM1	UCEC	WOSecondM	1	21	26	256
ATM_FBXW7	UCEC	WithSecondM	1	3	8	36
ATM_FBXW7	UCEC	WOSecondM	1	19	24	232
ATM_CTCF	UCEC	WithSecondM	1	2	13	54
ATM_CTCF	UCEC	WOSecondM	1	20	19	214
ZFHX3_PPP2R1A	UCEC	WithSecondM	3	4	1	13
ZFHX3_PPP2R1A	UCEC	WOSecondM	1	16	50	179
ZFHX3_ACVR1	UCEC	WithSecondM	2	1	3	14
ZFHX3_ACVR1	UCEC	WOSecondM	2	19	48	178
ZFHX3_ERBB3	UCEC	WithSecondM	1	2	7	15
ZFHX3_ERBB3	UCEC	WOSecondM	3	18	44	177
ZFHX3_ATM	UCEC	WithSecondM	1	1	8	21
ZFHX3_ATM	UCEC	WOSecondM	3	19	43	171
ZFHX3_PDS5B	UCEC	WithSecondM	1	1	5	9
ZFHX3_PDS5B	UCEC	WOSecondM	3	19	46	183
ZFHX3_CTNNB1	UCEC	WithSecondM	1	2	6	60
