Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
NSD1_NFE2L2	ESCA	WithSecondM	1	2	2	8
NSD1_NFE2L2	ESCA	WOSecondM	1	23	3	61
NSD1_ARID1A	ESCA	WithSecondM	1	2	2	5
NSD1_ARID1A	ESCA	WOSecondM	1	23	3	64
NSD1_NOTCH1	ESCA	WithSecondM	1	2	1	5
NSD1_NOTCH1	ESCA	WOSecondM	1	23	4	64
NSD1_ZNF750	ESCA	WithSecondM	1	1	1	6
NSD1_ZNF750	ESCA	WOSecondM	1	24	4	63
NSD1_PIK3CA	ESCA	WithSecondM	1	3	1	7
NSD1_PIK3CA	ESCA	WOSecondM	1	22	4	62
NSD1_PTCH1	ESCA	WithSecondM	1	1	1	4
NSD1_PTCH1	ESCA	WOSecondM	1	24	4	65
NSD1_FBXW7	ESCA	WithSecondM	1	3	1	7
NSD1_FBXW7	ESCA	WOSecondM	1	22	4	62
PTCH1_ERBB2	ESCA	WithSecondM	1	3	1	3
PTCH1_ERBB2	ESCA	WOSecondM	2	45	3	62
PTCH1_CDKN2A	ESCA	WithSecondM	1	4	1	6
PTCH1_CDKN2A	ESCA	WOSecondM	2	44	3	59
PTCH1_TP53	ESCA	WithSecondM	2	47	3	52
PTCH1_TP53	ESCA	WOSecondM	1	1	1	13
PTCH1_KMT2D	ESCA	WithSecondM	1	4	2	6
PTCH1_KMT2D	ESCA	WOSecondM	2	44	2	59
PTCH1_SMAD4	ESCA	WithSecondM	1	5	1	5
PTCH1_SMAD4	ESCA	WOSecondM	2	43	3	60
PTCH1_NFE2L2	ESCA	WithSecondM	1	11	1	3
PTCH1_NFE2L2	ESCA	WOSecondM	2	37	3	62
PTCH1_ARID1A	ESCA	WithSecondM	1	2	1	8
PTCH1_ARID1A	ESCA	WOSecondM	2	46	3	57
PTCH1_NOTCH1	ESCA	WithSecondM	1	4	1	4
PTCH1_NOTCH1	ESCA	WOSecondM	2	44	3	61
PTCH1_ZNF750	ESCA	WithSecondM	1	3	1	3
PTCH1_ZNF750	ESCA	WOSecondM	2	45	3	62
PTCH1_PIK3CA	ESCA	WithSecondM	1	4	2	8
PTCH1_PIK3CA	ESCA	WOSecondM	2	44	2	57
PTCH1_NSD1	ESCA	WithSecondM	1	1	1	4
PTCH1_NSD1	ESCA	WOSecondM	2	47	3	61
PTCH1_FBXW7	ESCA	WithSecondM	1	2	1	6
PTCH1_FBXW7	ESCA	WOSecondM	2	46	3	59
FBXW7_ERBB2	ESCA	WithSecondM	1	2	1	5
FBXW7_ERBB2	ESCA	WOSecondM	2	23	5	48
FBXW7_CDKN2A	ESCA	WithSecondM	1	2	2	5
FBXW7_CDKN2A	ESCA	WOSecondM	2	23	4	48
FBXW7_TP53	ESCA	WithSecondM	2	22	5	46
FBXW7_TP53	ESCA	WOSecondM	1	3	1	7
FBXW7_KMT2D	ESCA	WithSecondM	1	1	1	9
FBXW7_KMT2D	ESCA	WOSecondM	2	24	5	44
FBXW7_SMAD4	ESCA	WithSecondM	1	1	1	2
FBXW7_SMAD4	ESCA	WOSecondM	2	24	5	51
FBXW7_NFE2L2	ESCA	WithSecondM	1	2	1	4
FBXW7_NFE2L2	ESCA	WOSecondM	2	23	5	49
FBXW7_ARID1A	ESCA	WithSecondM	1	1	1	3
FBXW7_ARID1A	ESCA	WOSecondM	2	24	5	50
FBXW7_NOTCH1	ESCA	WithSecondM	1	2	1	5
FBXW7_NOTCH1	ESCA	WOSecondM	2	23	5	48
FBXW7_ZNF750	ESCA	WithSecondM	1	3	1	5
FBXW7_ZNF750	ESCA	WOSecondM	2	22	5	48
FBXW7_PIK3CA	ESCA	WithSecondM	1	5	2	5
FBXW7_PIK3CA	ESCA	WOSecondM	2	20	4	48
FBXW7_NSD1	ESCA	WithSecondM	1	2	1	3
FBXW7_NSD1	ESCA	WOSecondM	2	23	5	50
FBXW7_PTCH1	ESCA	WithSecondM	1	2	1	3
FBXW7_PTCH1	ESCA	WOSecondM	2	23	5	50
