Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
MAP3K4_PIK3R1	UCS	WOSecondM	3	21	1	20
MAP3K4_KRAS	UCS	WithSecondM	1	3	1	5
MAP3K4_KRAS	UCS	WOSecondM	3	21	1	19
MAP3K4_FBXW7	UCS	WithSecondM	2	10	1	9
MAP3K4_FBXW7	UCS	WOSecondM	2	14	1	15
PTEN_PPP2R1A	UCS	WithSecondM	1	5	5	5
PTEN_PPP2R1A	UCS	WOSecondM	2	13	2	9
PTEN_TP53	UCS	WithSecondM	1	16	5	12
PTEN_TP53	UCS	WOSecondM	2	2	2	2
PTEN_CHD4	UCS	WithSecondM	1	2	2	2
PTEN_CHD4	UCS	WOSecondM	2	16	5	12
PTEN_ZBTB7B	UCS	WithSecondM	1	1	1	1
PTEN_ZBTB7B	UCS	WOSecondM	2	17	6	13
PTEN_PIK3CA	UCS	WithSecondM	2	3	4	5
PTEN_PIK3CA	UCS	WOSecondM	1	15	3	9
PTEN_ARID1A	UCS	WithSecondM	1	1	4	3
PTEN_ARID1A	UCS	WOSecondM	2	17	3	11
PTEN_RFC1	UCS	WithSecondM	1	1	1	2
PTEN_RFC1	UCS	WOSecondM	2	17	6	12
PTEN_MAP3K4	UCS	WithSecondM	1	1	2	1
PTEN_MAP3K4	UCS	WOSecondM	2	17	5	13
PTEN_RB1	UCS	WithSecondM	2	3	1	1
PTEN_RB1	UCS	WOSecondM	1	15	6	13
PTEN_PIK3R1	UCS	WithSecondM	1	3	1	2
PTEN_PIK3R1	UCS	WOSecondM	2	15	6	12
PTEN_KRAS	UCS	WithSecondM	1	2	2	5
PTEN_KRAS	UCS	WOSecondM	2	16	5	9
PTEN_FBXW7	UCS	WithSecondM	1	6	2	5
PTEN_FBXW7	UCS	WOSecondM	2	12	5	9
RB1_PPP2R1A	UCS	WithSecondM	1	6	1	2
RB1_PPP2R1A	UCS	WOSecondM	1	9	1	9
RB1_TP53	UCS	WithSecondM	1	13	1	9
RB1_TP53	UCS	WOSecondM	1	2	1	2
RB1_CHD4	UCS	WithSecondM	1	1	1	2
RB1_CHD4	UCS	WOSecondM	1	14	1	9
RB1_ZBTB7B	UCS	WithSecondM	1	1	1	2
RB1_ZBTB7B	UCS	WOSecondM	1	14	1	9
RB1_PIK3CA	UCS	WithSecondM	1	4	1	5
RB1_PIK3CA	UCS	WOSecondM	1	11	1	6
RB1_ARID1A	UCS	WithSecondM	1	3	1	1
RB1_ARID1A	UCS	WOSecondM	1	12	1	10
RB1_RFC1	UCS	WithSecondM	1	1	1	1
RB1_RFC1	UCS	WOSecondM	1	14	1	10
RB1_MAP3K4	UCS	WithSecondM	1	1	1	2
RB1_MAP3K4	UCS	WOSecondM	1	14	1	9
RB1_PTEN	UCS	WithSecondM	1	1	1	2
RB1_PTEN	UCS	WOSecondM	1	14	1	9
RB1_PIK3R1	UCS	WithSecondM	1	2	1	2
RB1_PIK3R1	UCS	WOSecondM	1	13	1	9
RB1_KRAS	UCS	WithSecondM	1	3	1	4
