Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
SF3B1_SPTAN1	BLCA	WithSecondM	1	6	2	28
SF3B1_SPTAN1	BLCA	WOSecondM	5	30	11	190
SF3B1_CDKN1A	BLCA	WithSecondM	1	5	2	19
SF3B1_CDKN1A	BLCA	WOSecondM	5	31	11	199
SF3B1_ATM	BLCA	WithSecondM	1	4	1	32
SF3B1_ATM	BLCA	WOSecondM	5	32	12	186
SF3B1_ERCC2	BLCA	WithSecondM	1	8	2	18
SF3B1_ERCC2	BLCA	WOSecondM	5	28	11	200
SF3B1_SF1	BLCA	WithSecondM	1	1	1	5
SF3B1_SF1	BLCA	WOSecondM	5	35	12	213
SF3B1_CTNNB1	BLCA	WithSecondM	2	2	2	6
SF3B1_CTNNB1	BLCA	WOSecondM	4	34	11	212
SF3B1_TXNIP	BLCA	WithSecondM	1	2	1	8
SF3B1_TXNIP	BLCA	WOSecondM	5	34	12	210
SF3B1_ELF3	BLCA	WithSecondM	1	10	2	28
SF3B1_ELF3	BLCA	WOSecondM	5	26	11	190
SF3B1_TSC1	BLCA	WithSecondM	1	6	2	18
SF3B1_TSC1	BLCA	WOSecondM	5	30	11	200
SF3B1_KANSL1	BLCA	WithSecondM	3	1	1	15
SF3B1_KANSL1	BLCA	WOSecondM	3	35	12	203
SF3B1_TP53	BLCA	WithSecondM	2	22	5	88
SF3B1_TP53	BLCA	WOSecondM	4	14	8	130
SF3B1_NFE2L2	BLCA	WithSecondM	1	5	3	17
SF3B1_NFE2L2	BLCA	WOSecondM	5	31	10	201
SF3B1_ASXL2	BLCA	WithSecondM	1	4	3	16
SF3B1_ASXL2	BLCA	WOSecondM	5	32	10	202
SF3B1_NRAS	BLCA	WithSecondM	1	1	1	6
SF3B1_NRAS	BLCA	WOSecondM	5	35	12	212
SF3B1_RB1	BLCA	WithSecondM	1	7	1	39
SF3B1_RB1	BLCA	WOSecondM	5	29	12	179
SF3B1_KLF5	BLCA	WithSecondM	1	4	1	14
SF3B1_KLF5	BLCA	WOSecondM	5	32	12	204
SF3B1_RBM10	BLCA	WithSecondM	1	3	1	8
SF3B1_RBM10	BLCA	WOSecondM	5	33	12	210
SF3B1_KDM6A	BLCA	WithSecondM	3	11	3	56
SF3B1_KDM6A	BLCA	WOSecondM	3	25	10	162
SF3B1_CUL1	BLCA	WithSecondM	1	2	2	8
SF3B1_CUL1	BLCA	WOSecondM	5	34	11	210
