Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
HLA-B_MAP3K1	CESC	WOSecondM	4	74	6	161
HLA-B_RB1	CESC	WithSecondM	1	3	1	12
HLA-B_RB1	CESC	WOSecondM	4	73	7	151
HLA-B_KLF5	CESC	WithSecondM	1	3	2	5
HLA-B_KLF5	CESC	WOSecondM	4	73	6	158
HLA-B_MAPK1	CESC	WithSecondM	1	5	2	6
HLA-B_MAPK1	CESC	WOSecondM	4	71	6	157
HLA-B_FBXW7	CESC	WithSecondM	1	4	1	20
HLA-B_FBXW7	CESC	WOSecondM	4	72	7	143
HLA-B_ERBB2	CESC	WithSecondM	1	3	1	8
HLA-B_ERBB2	CESC	WOSecondM	4	73	7	155
HLA-B_TGFBR2	CESC	WithSecondM	1	1	1	7
HLA-B_TGFBR2	CESC	WOSecondM	4	75	7	156
HLA-B_KMT2D	CESC	WithSecondM	1	12	2	16
HLA-B_KMT2D	CESC	WOSecondM	4	64	6	147
HLA-B_EP300	CESC	WithSecondM	1	11	3	14
HLA-B_EP300	CESC	WOSecondM	4	65	5	149
HLA-B_KRAS	CESC	WithSecondM	1	3	1	14
HLA-B_KRAS	CESC	WOSecondM	4	73	7	149
HLA-B_TP53	CESC	WithSecondM	2	6	1	10
HLA-B_TP53	CESC	WOSecondM	3	70	7	153
HLA-B_ARID1A	CESC	WithSecondM	1	4	1	6
HLA-B_ARID1A	CESC	WOSecondM	4	72	7	157
HLA-B_NOTCH1	CESC	WithSecondM	2	5	1	9
HLA-B_NOTCH1	CESC	WOSecondM	3	71	7	154
HLA-B_CASP8	CESC	WithSecondM	1	4	2	6
HLA-B_CASP8	CESC	WOSecondM	4	72	6	157
HLA-B_PTEN	CESC	WithSecondM	2	6	2	12
HLA-B_PTEN	CESC	WOSecondM	3	70	6	151
HLA-B_FAT1	CESC	WithSecondM	1	4	1	13
HLA-B_FAT1	CESC	WOSecondM	4	72	7	150
HLA-B_PIK3CA	CESC	WithSecondM	1	18	2	46
HLA-B_PIK3CA	CESC	WOSecondM	4	58	6	117
HLA-B_POLRMT	CESC	WithSecondM	1	2	1	4
HLA-B_POLRMT	CESC	WOSecondM	4	74	7	159
STK11_KMT2C	CESC	WithSecondM	1	7	2	25
STK11_KMT2C	CESC	WOSecondM	1	27	2	117
STK11_ERBB3	CESC	WithSecondM	1	1	1	5
STK11_ERBB3	CESC	WOSecondM	1	33	3	137
STK11_SMAD4	CESC	WithSecondM	1	1	1	6
STK11_SMAD4	CESC	WOSecondM	1	33	3	136
STK11_HLA-B	CESC	WithSecondM	1	2	1	3
STK11_HLA-B	CESC	WOSecondM	1	32	3	139
STK11_AKT1	CESC	WithSecondM	1	2	1	3
STK11_AKT1	CESC	WOSecondM	1	32	3	139
STK11_LATS1	CESC	WithSecondM	1	2	2	5
STK11_LATS1	CESC	WOSecondM	1	32	2	137
STK11_NFE2L2	CESC	WithSecondM	1	4	1	6
STK11_NFE2L2	CESC	WOSecondM	1	30	3	136
STK11_MAP3K1	CESC	WithSecondM	1	1	1	3
STK11_MAP3K1	CESC	WOSecondM	1	33	3	139
STK11_RB1	CESC	WithSecondM	1	3	1	8
STK11_RB1	CESC	WOSecondM	1	31	3	134
STK11_KLF5	CESC	WithSecondM	1	2	1	3
STK11_KLF5	CESC	WOSecondM	1	32	3	139
STK11_MAPK1	CESC	WithSecondM	1	4	1	7
STK11_MAPK1	CESC	WOSecondM	1	30	3	135
STK11_FBXW7	CESC	WithSecondM	1	4	1	17
STK11_FBXW7	CESC	WOSecondM	1	30	3	125
STK11_ERBB2	CESC	WithSecondM	1	4	1	4
STK11_ERBB2	CESC	WOSecondM	1	30	3	138
STK11_TGFBR2	CESC	WithSecondM	1	1	1	5
STK11_TGFBR2	CESC	WOSecondM	1	33	3	137
STK11_KMT2D	CESC	WithSecondM	1	8	1	15
STK11_KMT2D	CESC	WOSecondM	1	26	3	127
STK11_EP300	CESC	WithSecondM	1	8	2	13
STK11_EP300	CESC	WOSecondM	1	26	2	129
STK11_KRAS	CESC	WithSecondM	1	2	1	12
STK11_KRAS	CESC	WOSecondM	1	32	3	130
STK11_TP53	CESC	WithSecondM	1	3	1	7
STK11_TP53	CESC	WOSecondM	1	31	3	135
STK11_ARID1A	CESC	WithSecondM	1	1	1	6
STK11_ARID1A	CESC	WOSecondM	1	33	3	136
STK11_NOTCH1	CESC	WithSecondM	1	3	2	8
STK11_NOTCH1	CESC	WOSecondM	1	31	2	134
STK11_CASP8	CESC	WithSecondM	1	4	1	6
STK11_CASP8	CESC	WOSecondM	1	30	3	136
STK11_PTEN	CESC	WithSecondM	1	3	1	13
STK11_PTEN	CESC	WOSecondM	1	31	3	129
STK11_FAT1	CESC	WithSecondM	1	4	1	11
STK11_FAT1	CESC	WOSecondM	1	30	3	131
STK11_PIK3CA	CESC	WithSecondM	1	10	2	45
STK11_PIK3CA	CESC	WOSecondM	1	24	2	97
STK11_POLRMT	CESC	WithSecondM	1	2	1	2
STK11_POLRMT	CESC	WOSecondM	1	32	3	140
AKT1_KMT2C	CESC	WithSecondM	1	8	1	29
AKT1_KMT2C	CESC	WOSecondM	2	44	4	151
AKT1_ERBB3	CESC	WithSecondM	1	2	1	6
AKT1_ERBB3	CESC	WOSecondM	2	50	4	174
AKT1_SMAD4	CESC	WithSecondM	1	2	1	6
AKT1_SMAD4	CESC	WOSecondM	2	50	4	174
AKT1_HLA-B	CESC	WithSecondM	1	3	2	6
AKT1_HLA-B	CESC	WOSecondM	2	49	3	174
AKT1_STK11	CESC	WithSecondM	1	1	1	11
AKT1_STK11	CESC	WOSecondM	2	51	4	169
AKT1_LATS1	CESC	WithSecondM	2	2	1	6
AKT1_LATS1	CESC	WOSecondM	1	50	4	174
AKT1_NFE2L2	CESC	WithSecondM	1	5	1	8
AKT1_NFE2L2	CESC	WOSecondM	2	47	4	172
AKT1_MAP3K1	CESC	WithSecondM	1	2	1	2
AKT1_MAP3K1	CESC	WOSecondM	2	50	4	178
AKT1_RB1	CESC	WithSecondM	1	2	1	11
AKT1_RB1	CESC	WOSecondM	2	50	4	169
AKT1_KLF5	CESC	WithSecondM	1	1	2	5
AKT1_KLF5	CESC	WOSecondM	2	51	3	175
AKT1_MAPK1	CESC	WithSecondM	1	3	1	10
AKT1_MAPK1	CESC	WOSecondM	2	49	4	170
AKT1_FBXW7	CESC	WithSecondM	1	6	2	18
AKT1_FBXW7	CESC	WOSecondM	2	46	3	162
AKT1_ERBB2	CESC	WithSecondM	1	1	1	7
AKT1_ERBB2	CESC	WOSecondM	2	51	4	173
AKT1_TGFBR2	CESC	WithSecondM	1	1	1	7
AKT1_TGFBR2	CESC	WOSecondM	2	51	4	173
AKT1_KMT2D	CESC	WithSecondM	2	3	2	21
AKT1_KMT2D	CESC	WOSecondM	1	49	3	159
AKT1_EP300	CESC	WithSecondM	1	7	1	19
AKT1_EP300	CESC	WOSecondM	2	45	4	161
AKT1_KRAS	CESC	WithSecondM	1	2	1	12
AKT1_KRAS	CESC	WOSecondM	2	50	4	168
AKT1_TP53	CESC	WithSecondM	1	5	1	7
AKT1_TP53	CESC	WOSecondM	2	47	4	173
AKT1_ARID1A	CESC	WithSecondM	1	2	2	6
AKT1_ARID1A	CESC	WOSecondM	2	50	3	174
AKT1_NOTCH1	CESC	WithSecondM	1	4	1	13
AKT1_NOTCH1	CESC	WOSecondM	2	48	4	167
AKT1_CASP8	CESC	WithSecondM	1	3	2	6
AKT1_CASP8	CESC	WOSecondM	2	49	3	174
AKT1_PTEN	CESC	WithSecondM	1	3	1	15
AKT1_PTEN	CESC	WOSecondM	2	49	4	165
AKT1_FAT1	CESC	WithSecondM	1	3	1	14
AKT1_FAT1	CESC	WOSecondM	2	49	4	166
AKT1_PIK3CA	CESC	WithSecondM	1	11	3	51
AKT1_PIK3CA	CESC	WOSecondM	2	41	2	129
AKT1_POLRMT	CESC	WithSecondM	1	1	1	5
AKT1_POLRMT	CESC	WOSecondM	2	51	4	175
LATS1_KMT2C	CESC	WithSecondM	1	4	1	21
LATS1_KMT2C	CESC	WOSecondM	1	22	3	142
LATS1_ERBB3	CESC	WithSecondM	1	2	1	6
LATS1_ERBB3	CESC	WOSecondM	1	24	3	157
LATS1_SMAD4	CESC	WithSecondM	1	3	1	5
LATS1_SMAD4	CESC	WOSecondM	1	23	3	158
LATS1_HLA-B	CESC	WithSecondM	1	3	1	6
LATS1_HLA-B	CESC	WOSecondM	1	23	3	157
LATS1_STK11	CESC	WithSecondM	1	1	2	10
LATS1_STK11	CESC	WOSecondM	1	25	2	153
LATS1_AKT1	CESC	WithSecondM	1	1	1	4
LATS1_AKT1	CESC	WOSecondM	1	25	3	159
LATS1_NFE2L2	CESC	WithSecondM	1	3	1	7
LATS1_NFE2L2	CESC	WOSecondM	1	23	3	156
LATS1_MAP3K1	CESC	WithSecondM	1	2	1	3
LATS1_MAP3K1	CESC	WOSecondM	1	24	3	160
LATS1_RB1	CESC	WithSecondM	1	3	1	11
LATS1_RB1	CESC	WOSecondM	1	23	3	152
LATS1_KLF5	CESC	WithSecondM	1	1	1	6
LATS1_KLF5	CESC	WOSecondM	1	25	3	157
LATS1_MAPK1	CESC	WithSecondM	1	4	1	5
LATS1_MAPK1	CESC	WOSecondM	1	22	3	158
LATS1_FBXW7	CESC	WithSecondM	1	3	1	17
LATS1_FBXW7	CESC	WOSecondM	1	23	3	146
LATS1_ERBB2	CESC	WithSecondM	1	3	1	5
LATS1_ERBB2	CESC	WOSecondM	1	23	3	158
LATS1_TGFBR2	CESC	WithSecondM	1	1	1	6
LATS1_TGFBR2	CESC	WOSecondM	1	25	3	157
LATS1_KMT2D	CESC	WithSecondM	1	4	1	17
LATS1_KMT2D	CESC	WOSecondM	1	22	3	146
LATS1_EP300	CESC	WithSecondM	1	6	1	16
LATS1_EP300	CESC	WOSecondM	1	20	3	147
LATS1_KRAS	CESC	WithSecondM	1	2	1	13
LATS1_KRAS	CESC	WOSecondM	1	24	3	150
LATS1_TP53	CESC	WithSecondM	1	4	1	9
LATS1_TP53	CESC	WOSecondM	1	22	3	154
LATS1_ARID1A	CESC	WithSecondM	1	4	1	5
LATS1_ARID1A	CESC	WOSecondM	1	22	3	158
LATS1_NOTCH1	CESC	WithSecondM	1	2	1	11
LATS1_NOTCH1	CESC	WOSecondM	1	24	3	152
LATS1_CASP8	CESC	WithSecondM	1	2	1	8
LATS1_CASP8	CESC	WOSecondM	1	24	3	155
LATS1_PTEN	CESC	WithSecondM	1	4	1	10
LATS1_PTEN	CESC	WOSecondM	1	22	3	153
LATS1_FAT1	CESC	WithSecondM	1	3	2	12
LATS1_FAT1	CESC	WOSecondM	1	23	2	151
LATS1_PIK3CA	CESC	WithSecondM	1	7	1	45
LATS1_PIK3CA	CESC	WOSecondM	1	19	3	118
LATS1_POLRMT	CESC	WithSecondM	1	1	1	3
LATS1_POLRMT	CESC	WOSecondM	1	25	3	160
NFE2L2_KMT2C	CESC	WithSecondM	1	8	3	29
NFE2L2_KMT2C	CESC	WOSecondM	3	32	7	162
NFE2L2_ERBB3	CESC	WithSecondM	1	6	1	4
NFE2L2_ERBB3	CESC	WOSecondM	3	34	9	187
NFE2L2_SMAD4	CESC	WithSecondM	1	2	1	8
