Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
NFE2L2_CDKN2A	HNSC	WithSecondM	1	11	5	63
NFE2L2_CDKN2A	HNSC	WOSecondM	2	39	12	277
NFE2L2_KMT2D	HNSC	WithSecondM	2	10	4	45
NFE2L2_KMT2D	HNSC	WOSecondM	1	40	13	295
NFE2L2_ARID2	HNSC	WithSecondM	1	6	1	12
NFE2L2_ARID2	HNSC	WOSecondM	2	44	16	328
NFE2L2_ZNF750	HNSC	WithSecondM	1	2	3	9
NFE2L2_ZNF750	HNSC	WOSecondM	2	48	14	331
NFE2L2_RHOA	HNSC	WithSecondM	1	1	2	8
NFE2L2_RHOA	HNSC	WOSecondM	2	49	15	332
NFE2L2_EP300	HNSC	WithSecondM	1	3	3	23
NFE2L2_EP300	HNSC	WOSecondM	2	47	14	317
NFE2L2_RASA1	HNSC	WithSecondM	2	1	1	13
NFE2L2_RASA1	HNSC	WOSecondM	1	49	16	327
NFE2L2_TP53	HNSC	WithSecondM	1	36	8	207
NFE2L2_TP53	HNSC	WOSecondM	2	14	9	133
NFE2L2_NOTCH1	HNSC	WithSecondM	1	10	7	52
NFE2L2_NOTCH1	HNSC	WOSecondM	2	40	10	288
NFE2L2_CASP8	HNSC	WithSecondM	1	4	4	41
NFE2L2_CASP8	HNSC	WOSecondM	2	46	13	299
NFE2L2_PTEN	HNSC	WithSecondM	1	1	1	9
NFE2L2_PTEN	HNSC	WOSecondM	2	49	16	331
NFE2L2_FAT1	HNSC	WithSecondM	1	11	10	66
NFE2L2_FAT1	HNSC	WOSecondM	2	39	7	274
NFE2L2_CYLD	HNSC	WithSecondM	1	3	1	10
NFE2L2_CYLD	HNSC	WOSecondM	2	47	16	330
NFE2L2_RAC1	HNSC	WithSecondM	1	1	2	13
NFE2L2_RAC1	HNSC	WOSecondM	2	49	15	327
NFE2L2_PIK3CA	HNSC	WithSecondM	1	10	7	54
NFE2L2_PIK3CA	HNSC	WOSecondM	2	40	10	286
NFE2L2_NSD1	HNSC	WithSecondM	1	4	5	32
NFE2L2_NSD1	HNSC	WOSecondM	2	46	12	308
NFE2L2_FLNA	HNSC	WithSecondM	1	2	1	9
NFE2L2_FLNA	HNSC	WOSecondM	2	48	16	331
NFE2L2_CUL3	HNSC	WithSecondM	1	1	2	8
NFE2L2_CUL3	HNSC	WOSecondM	2	49	15	332
MYH9_HLA-B	HNSC	WithSecondM	1	3	4	14
MYH9_HLA-B	HNSC	WOSecondM	4	70	15	295
MYH9_HLA-A	HNSC	WithSecondM	1	3	2	16
MYH9_HLA-A	HNSC	WOSecondM	4	70	17	293
MYH9_HUWE1	HNSC	WithSecondM	1	4	4	33
MYH9_HUWE1	HNSC	WOSecondM	4	69	15	276
MYH9_EPHA2	HNSC	WithSecondM	1	4	2	12
MYH9_EPHA2	HNSC	WOSecondM	4	69	17	297
MYH9_KEAP1	HNSC	WithSecondM	1	3	1	11
MYH9_KEAP1	HNSC	WOSecondM	4	70	18	298
MYH9_NFE2L2	HNSC	WithSecondM	1	1	2	16
MYH9_NFE2L2	HNSC	WOSecondM	4	72	17	293
MYH9_RB1	HNSC	WithSecondM	1	5	1	8
MYH9_RB1	HNSC	WOSecondM	4	68	18	301
MYH9_FGFR3	HNSC	WithSecondM	1	2	2	6
MYH9_FGFR3	HNSC	WOSecondM	4	71	17	303
MYH9_MAPK1	HNSC	WithSecondM	1	2	1	8
MYH9_MAPK1	HNSC	WOSecondM	4	71	18	301
MYH9_KDM6A	HNSC	WithSecondM	1	5	2	8
MYH9_KDM6A	HNSC	WOSecondM	4	68	17	301
MYH9_AJUBA	HNSC	WithSecondM	1	5	3	17
MYH9_AJUBA	HNSC	WOSecondM	4	68	16	292
MYH9_HRAS	HNSC	WithSecondM	1	3	3	26
MYH9_HRAS	HNSC	WOSecondM	4	70	16	283
MYH9_FBXW7	HNSC	WithSecondM	1	9	1	20
MYH9_FBXW7	HNSC	WOSecondM	4	64	18	289
MYH9_TGFBR2	HNSC	WithSecondM	2	1	3	19
MYH9_TGFBR2	HNSC	WOSecondM	3	72	16	290
MYH9_CDKN2A	HNSC	WithSecondM	2	16	5	55
MYH9_CDKN2A	HNSC	WOSecondM	3	57	14	254
MYH9_KMT2D	HNSC	WithSecondM	3	12	2	40
MYH9_KMT2D	HNSC	WOSecondM	2	61	17	269
MYH9_ARID2	HNSC	WithSecondM	1	3	5	10
MYH9_ARID2	HNSC	WOSecondM	4	70	14	299
MYH9_ZNF750	HNSC	WithSecondM	1	2	2	11
MYH9_ZNF750	HNSC	WOSecondM	4	71	17	298
MYH9_RHOA	HNSC	WithSecondM	1	2	1	5
MYH9_RHOA	HNSC	WOSecondM	4	71	18	304
MYH9_EP300	HNSC	WithSecondM	1	5	2	23
MYH9_EP300	HNSC	WOSecondM	4	68	17	286
MYH9_RASA1	HNSC	WithSecondM	2	3	1	9
MYH9_RASA1	HNSC	WOSecondM	3	70	18	300
MYH9_TP53	HNSC	WithSecondM	4	56	12	182
MYH9_TP53	HNSC	WOSecondM	1	17	7	127
MYH9_NOTCH1	HNSC	WithSecondM	1	14	4	55
MYH9_NOTCH1	HNSC	WOSecondM	4	59	15	254
MYH9_CASP8	HNSC	WithSecondM	2	4	5	42
MYH9_CASP8	HNSC	WOSecondM	3	69	14	267
MYH9_PTEN	HNSC	WithSecondM	2	1	1	9
MYH9_PTEN	HNSC	WOSecondM	3	72	18	300
MYH9_FAT1	HNSC	WithSecondM	2	19	6	66
MYH9_FAT1	HNSC	WOSecondM	3	54	13	243
